Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,State where Emissions Occur,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported direct emissions from Local Distribution Companies,2021 Total reported direct emissions from Local Distribution Companies,2020 Total reported direct emissions from Local Distribution Companies,2019 Total reported direct emissions from Local Distribution Companies,2018 Total reported direct emissions from Local Distribution Companies,2017 Total reported direct emissions from Local Distribution Companies,2016 Total reported direct emissions from Local Distribution Companies,2015 Total reported direct emissions from Local Distribution Companies,2014 Total reported direct emissions from Local Distribution Companies,2013 Total reported direct emissions from Local Distribution Companies,2012 Total reported direct emissions from Local Distribution Companies,2011 Total reported direct emissions from Local Distribution Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008098,110071159426,City of Mesa,AZ,Mesa,AZ,85211,640 N. Mesa Drive,MARICOPA COUNTY,33.418052,-111.831391,221210,"NN-LDC,W-LDC",6948.4,6777.45,6647,6403.95,6356.7,6211.25,6167.15,6026.05,5535.8,4725.95,5656.15,5888.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004214,110071160001,City of Perryville,MO,Perryville,MO,63775,215 N West St,PERRY COUNTY,37.72742,-89.86481,221210,"NN-LDC,W-LDC",545.2,544.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007011,110071159281,City of Rensselaer Gas Utility,IN,Rensselaer,IN,47978,706 N. Cullen,JASPER COUNTY,40.94284,-87.15426,221210,"NN-LDC,W-LDC",420.5,409.75,409.75,409.5,404.75,404.75,373.25,37.5,376,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002273,110071161342,"City of Richmond - DPU, Natural Gas LDC",VA,Richmond,VA,23114,730 East Broad Street,CHESTERFIELD COUNTY,37.489045,-77.665066,221210,"NN-LDC,W-LDC",25223.4,25527.2,26230.85,27001,28411.05,29064.5,30147.05,31983.25,27920.5,30118.7,41196.35,49070.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000054,110071160313,City of Tallahassee Natural Gas Utility,FL,Tallahassee,FL,32304,2602 Jackson Bluff Road,LEON COUNTY,30.438668,-84.332457,221210,"NN-LDC,W-LDC",4334.2,4298.95,4234.35,4181.1,4135.25,4093.75,4054.9,4037.3,3991.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004154,110071160979,"City of Union, South Carolina",SC,Union,SC,29379,101 Sharpe Avenue,UNION COUNTY,34.71568,-81.62514,221210,"NN-LDC,W-LDC",1803.45,1803.45,1805.45,1785.1,1774.35,1807.45,1886.1,2054.5,4511.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005771,,Clarke-Mobile Counties Gas District,AL,Jackson,AL,36545,2003 College Avenue,,31.530954,-87.891408,221210,"NN-LDC,W-LDC",3351.5,1982.15,2167.25,2167.35,1812.95,1785.6,2000.65,1854.95,1802.85,1802.2,1441.95,1716.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007326,110071161187,Colonial Gas Company,MA,Waltham,MA,02451,40 Sylvan Road,MIDDLESEX COUNTY,42.400469,-71.257723,221210,"NN-LDC,W-LDC",,,36151.25,37193.05,38885.05,40068.95,42499.25,43373.35,44661.35,47576,50120.1,52809.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005703,110071162003,"Colorado Natural Gas, Inc.",CO,Centennial,CO,80112,10825 E. Geddes Avenue,JEFFERSON COUNTY,39.57454,-105.13351,221210,"NN-LDC,W-LDC",6085.3,6132.9,,,,5823.25,5821.75,5761.15,4865.25,4843.25,6210.5,5232.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007361,110071161925,Columbia Gas of Kentucky,KY,Merrillville,IN,46410,801 East 86th Avenue,FAYETTE COUNTY,38.08005,-84.53753,221210,"NN-LDC,W-LDC",30443.7,32589.2,33569.9,35082.95,36992.25,38435.05,39371.65,40376.35,41475.15,42653.9,43755.1,45257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003942,110071161039,Columbia Gas of Ohio,OH,Merrillville,IN,46410,801 East 86th Avenue,FRANKLIN COUNTY,39.95745,-83.00355,221210,"NN-LDC,W-LDC",218373.4,236940.05,251402.2,261876.55,277777.15,290072.95,306514.648,321965.1,341569.998,359880.948,379875.75,400679.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003839,110071161254,Columbia Gas of Pennsylvania,PA,Merrillville,IN,46410,801 East 86th Avenue,WASHINGTON COUNTY,40.28588,-80.1788,221210,"NN-LDC,W-LDC",114077.55,123860.6,129099.15,134650.35,143155.4,147204.95,165757.1,167114.7,175587.7,183653.9,224665.75,190552.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007304,110071161314,Columbia Gas of Virginia,VA,Merrillville,IN,46410,801 East 86th Avenue,CHESTERFIELD COUNTY,37.36375,-77.39516,221210,"NN-LDC,W-LDC",31544.5,32297.65,32377,32243.8,32843.5,32444.35,32739.9,32744.9,33652.55,34523.35,35716.25,37173.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007569,110071160642,Connecticut Natural Gas Company,CT,East Hartford,CT,06108,76 Meadow Street,HARTFORD COUNTY,41.76135,-72.65664,221210,"NN-LDC,W-LDC",44347.75,46244.35,46835.55,50950.55,50967.15,50948.05,51775.3,53812.55,55449.1,57183.9,60424.3,62112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004527,110071160593,Consumers Energy Company,MI,Jackson,MI,49201,One Energy Plaza,JACKSON COUNTY,42.315121,-84.375233,221210,"NN-LDC,W-LDC",210273.688,216664.188,230479.342,229934.79,235601.842,234714.744,241376,250784.5,262913.05,265636.65,270568.2,268962.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006503,110071160636,DTE Energy Michcon LDC,MI,Detroit,MI,48226,One Energy Plaza,WAYNE COUNTY,42.328245,-83.049562,221210,"NN-LDC,W-LDC",357897.348,390918.898,423970.448,458970.048,478799.698,582622.698,565143.598,577508.998,675855.45,671742.45,71356.8,71356.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003285,110071159472,Delmarva Power & Light - Gas Delivery,DE,Wilmington,DE,19801,"630 Martin Luther King Jr., Blvd.",NEW CASTLE COUNTY,39.740363,-75.558513,221210,"NN-LDC,W-LDC",23055.05,23431.2,25487.95,25912.7,26765.45,27627.8,28879.8,29490,25716.6,26323.2,34946,34946.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004703,110071162376,Dominion Energy Ohio - The East Ohio Gas Co (Dist) (Ohio),OH,CLEVELAND,OH,44103,1201 EAST 55TH STREET,CUYAHOGA COUNTY,41.52706,-81.65199,221210,"NN-LDC,W-LDC",558023.048,574629.498,590583.148,603868.798,620638.048,638735.498,658109.65,702411.7,708651.298,790282.948,866461.45,1033477.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004977,110071161534,Dominion Energy Questar Gas Company (Dist) (Utah),UT,SALT LAKE CITY,UT,84101,1140 WEST 200 SOUTH,SALT LAKE COUNTY,40.76498,-111.92547,221210,"NN-LDC,W-LDC",98195.948,95981.898,94169.048,93551.642,93356.886,90038.44,87101.948,85404.2,83245.2,81941.748,80496.1,78899.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006379,110071162373,Dominion Energy Questar Gas Company (Dist) (Wyoming),WY,SALT LAKE CITY,UT,84101,1140 WEST 200 SOUTH,SALT LAKE COUNTY,40.76498,-111.92547,221210,NN-LDC,,3003.6,2999.1,2969.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001738,110071159544,Duke Energy Kentucky Gas Operation,KY,Cincinnati,OH,45201,139 East Fourth St.,HAMILTON COUNTY,39.106635,-84.536323,221210,"NN-LDC,W-LDC",6664,6451.05,6381.7,6230,6189,6241,6462.7,6661.15,6514.5,6931.3,6203.2,6222.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002687,110043808591,Duke Energy Ohio Gas Operation,OH,Cincinnati,OH,45201,139 East Fourth St.,HAMILTON COUNTY,39.10036,-84.50994,221210,"NN-LDC,W-LDC",30377.6,28303.35,28747.1,29038.75,27285.3,27257.6,26904.8,29125.1,39217.6,46758.85,49759.8,61401.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004054,110043784517,Elizabethtown Gas,NJ,Berkeley Heights,NJ,07922,300 Connell Drive,UNION COUNTY,40.66158,-74.417,221210,"NN-LDC,W-LDC",40834.648,45326.698,52576.748,57862.498,67797.898,76189.198,84723.938,85766.292,88729.8,92183.7,100637.8,97510.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007828,110071161490,Elk River Public Utility District,TN,Tullahoma,TN,37388,217 South Jackson Street,COFFEE COUNTY,35.360512,-86.210315,221210,"NN-LDC,W-LDC",3366.1,3331.6,3276,3289.25,3358.35,3210.4,3188.8,3131.3,3122.55,3069.2,3068.95,2173.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004179,110071160410,Elkton Gas Company,MD,Elkton,MD,21921,"125 East High Street, Suite B",CECIL COUNTY,39.60977,-75.82896,221210,"NN-LDC,W-LDC",,539.35,,623.05,528.1,526.35,515.6,513.1,512.7,512.45,496.85,497.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005109,110043784991,Empire District Gas Company,MO,Joplin,MO,64801,602 Joplin Street,JASPER COUNTY,37.17205,-94.56392,221210,NN-LDC,,,5240.4,5185.05,5179.05,5156.95,5143.7,5128.7,5075.6,5016.6,5915.25,5824.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001088,110071159558,Energy Services of Pensacola,FL,Pensacola,FL,32514,1625 Atwood Dr,ESCAMBIA COUNTY,30.50515,-87.22575,221210,"NN-LDC,W-LDC",35285.65,35470.45,36476.4,37362.5,42846.6,44673.05,46803.15,48743.7,88599,96944,116068.25,118414.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002605,110071160504,"EnergyNorth Natural Gas, Inc.",NH,Londonderry,NH,03053,15 Buttrick Road,KINGS COUNTY,40.698677,-73.985941,221210,NN-LDC,,,,,,,,,,,,27253.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005572,110071159850,"Entergy Louisiana, LLC Gas Business",LA,Baton Rouge,LA,70805,5755 Choctaw Drive,EAST BATON ROUGE PARISH,30.47085,-91.13304,221210,"NN-LDC,W-LDC",10395.5,10133.1,10013.85,9928.5,9880.15,9860.15,11565.65,12323.05,12359.65,12446.9,15043.35,11999.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005240,110071161294,"Entergy New Orleans, LLC Gas Business",LA,New Orleans,LA,70119,3700 Tulane Ave,ORLEANS PARISH,29.979811,-90.079349,221210,"NN-LDC,W-LDC",12420.5,15727.65,19846.15,23123.55,26818.3,31540.75,35381.85,40368.35,44592.95,48072.7,52952.55,58203.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006396,110043970637,Equitable Gas Company (PA) dba Peoples,,Pittsburgh,PA,15212,"375 North Shore Drive, Suite 600",ALLEGHENY COUNTY,40.4828051,-80.0367259,221210,"NN-LDC,W-LDC",,,,,,,,,68845.35,64044.1,113753.75,107137.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003840,110071162208,Eversource Gas Mass,MA,Westwood,MA,02090,247 Station Dr,WORCESTER COUNTY,42.283831,-71.583763,221210,"NN-LDC,W-LDC",94434.45,97639.5,101301.65,102283.1,108197.238,117061.636,126483.178,135424.93,139565.074,155978.392,161737.344,168863.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006381,110035652585,FLORIDA PUBLIC UTILITIES,FL,West Palm Beach,FL,33409,"1641 Worthington Road, Suite 220",PALM BEACH COUNTY,26.71,-80.053611,221210,"NN-LDC,W-LDC",,,,17595.55,18263.85,19435.9,21243.1,23986.65,26850.05,30529.2,31217.1,31615.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005388,110071159221,FORT MORGAN CITY OF,CO,FORT MORGAN,CO,80701,710 E Railraod Ave,MORGAN COUNTY,40.248494,-103.79179,221210,"NN-LDC,W-LDC",555.45,553.2,553.45,551.45,549.2,548.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005285,110071160149,Fayetteville Public Utilities,TN,Fayetteville,TN,37334,408 College Street West,LINCOLN COUNTY,35.314962,-86.636076,221210,"NN-LDC,W-LDC",1583.65,1579.4,2522.75,1368.85,1275.25,1256.35,1254.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004229,110071160522,Florida City Gas,FL,Rockledge,FL,32955,4180 South US Highway 1,BREVARD COUNTY,27.952165,-80.536618,221210,"NN-LDC,W-LDC",16770.95,19502.5,16862.05,16704.85,16704.75,16754.2,18292,18572.2,15480.7,18536.8,20004.9,21237.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011801,,Fountain Inn Natural Gas System,SC,Fountain Inn,SC,29644,100 S. Weston St,,34.6937436398831,-82.1985702509251,221210,"NN-LDC,W-LDC",1485.95,3002.75,1818.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007530,,Frontier Natural Gas,NC,Elkin,NC,28621,110 PGW Drive,,36.3301314,-80.7990185,221210,"NN-LDC,W-TRANS",,,,,,,,0,1304.65,1146.6,1254,1205.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006636,110071159893,Great Plains Natural Gas Co. - ND,ND,Bismarck,ND,58501,400 North Fourth Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,190.45,190.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000350,110071161499,Great Plains Natural Gas Company - MN,MN,Bismarck,ND,58501,400 North Fourth Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,1741.6,1737.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004706,110043815574,"Hope Gas, Inc.",WV,Jane Lew,WV,26378,179 Innovation Dr,HARRISON COUNTY,39.28413,-80.299985,221210,"NN-LDC,W-LDC",63527.05,66293.8,69746.75,73674.7,73166.85,75712.45,76635.3,101492.95,111406,134601,179975.25,300358.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007021,110071161140,Humboldt Utilities,TN,Humboldt,TN,38346,207 South 13th Ave.,GIBSON COUNTY,36.029533,-88.808073,221210,"NN-LDC,W-LDC",411.4,406.9,412.9,408.5,408.9,408.15,412.9,400.4,391.9,386.4,389.25,397.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002297,110071159514,Huntsville Utilities,AL,Huntsville,AL,35804,112 Spragins Street,MADISON COUNTY,34.73,-86.59,221210,"NN-LDC,W-LDC",8154.2,8480.2,8316.75,8861.8,8868.05,8976.4,9229.2,12374.9,12951.6,0,0,10685.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001251,110071159599,ILLINOIS GAS COMPANY,IL,OLNEY,IL,62450,1927 MILLER DR,RICHLAND COUNTY,38.703671,-88.086588,221210,"NN-LDC,W-LDC",1486.3,1481.8,1478.3,1486.3,1481.55,1484.3,1725.85,1427.2,1522.95,0,10.5,1483.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004210,110071160246,Indiana Gas Company,IN,Evansville,IN,47708,2111 NW Riverside Dr.,VANDERBURGH COUNTY,37.973424,-87.575423,221210,"NN-LDC,W-LDC",73085.25,73888.75,73663.45,74994.05,88876.5,93640.05,96354.85,113870.25,133003.35,112246.6,116339.65,119894.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002220,110071161718,Intermountain Gas Company,ID,Boise,ID,83709,555 S. Cole Road,ADA COUNTY,43.59906,-116.27417,221210,"NN-LDC,W-LDC",34026.15,33217.2,32433,31899.15,32989.7,34333.55,30207.15,29779.2,,,28935.45,28897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008674,110002439567,Interstate Power & Light - MN Gas Distribution,,Cedar Rapids,IA,52401,200 First Street SE,LINN COUNTY,41.97684,-91.66853,221210,"NN-LDC,W-LDC",,,,,,,,0,1049.2,1054.95,1050.25,1050.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002151,110071161778,Interstate Power & Light Gas Distribution,IA,Cedar Rapids,IA,52401,200 1st Street SE,LINN COUNTY,41.97704,-91.66872,221210,"NN-LDC,W-LDC",21298.6,21323.2,20726.65,21551,21422.05,21158.9,21093.05,22221.35,21157,21258.4,23047.7,22995.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003992,110071161040,Jackson Energy Authority,TN,Jackson,TN,38301,119 East College Street,MADISON COUNTY,35.61589,-88.81837,221210,"NN-LDC,W-LDC",3787,3751.9,3694.3,3669.3,3672,3639.3,3569.3,3547.4,3526.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001123,110071160813,Jasper Municipal Gas Utility,IN,Jasper,IN,47547,825 E. 2nd Ave,DUBOIS COUNTY,38.39,-86.93,221210,"NN-LDC,W-LDC",529.6,691.8,691.8,691.3,690.05,851.15,651.2,802.15,536.35,438,55.85,504.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002602,110071160501,KEYSPAN GAS EAST CORPORATION,NY,Hicksville,NY,11801,175 East Old Country Road,NASSAU COUNTY,40.766791,-73.510559,221210,"NN-LDC,W-LDC",244359.476,256331.26,257568.71,260838.38,269719.53,282713.38,311846.9,314835.06,314768.25,323653.3,329138,345474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004107,110071160978,Kansas Gas Service,KS,Overland Park,KS,66213,7421 W. 129th St,JOHNSON COUNTY,38.89568,-94.67267,221210,"NN-LDC,W-LDC",78189.35,94739.85,96672.4,102364.7,109752.85,102216.85,111674.65,120460,126372.6,150554.8,130118.1,138438.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002701,110071159610,"LG&E and KU Energy, LLC",KY,Louisville,KY,40202,220 West Main,JEFFERSON COUNTY,38.25634,-85.75418,486210,"NN-LDC,W-LDC",22057.6,22118.1,22203.95,22491.85,23449.2,22874.75,28977.9,35621.9,30419.1,30437.1,36229.35,36229.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001386,110043973153,LIBERTY UTILITIES - GEORGIA,GA,Columbus,GA,31901,2300 Victory Dr.,DALLAS COUNTY,32.92548,-96.81613,221210,NN-LDC,,,,,,,,,,,12145.6,13936.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005481,110071159906,LIBERTY UTILITIES - MASSACHUSETTS,MA,FALL RIVER,MA,02722,P.O. Box 911,BRISTOL COUNTY,41.701398,-71.155837,221210,"NN-LDC,W-LDC",17762.48,19918.45,21929.42,24602.71,25876.8,28001.03,30861.32,30850.66,31281.1,32038.2,37181.85,38165.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006610,110071159555,"MIDWEST ENERGY, INC.",KS,HAYS,KS,67601,1330 Canterbury,ELLIS COUNTY,38.930608,-99.354344,221210,NN-LDC,,,,18710.25,19641.6,19856.15,21193.75,20592.9,21395.3,24847.4,24854.15,25032.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004603,110043808038,Maine Natural Gas,ME,Brunswick,ME,04011,PO Box 99,CUMBERLAND COUNTY,43.90749,-70.00248,221210,"NN-LDC,W-LDC",,,,,,910.5,901,921.1,1148.3,500.15,415.7,424.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007319,110071161433,"Memphis Light, Gas, and Water",TN,memphis,TN,38103,220 South Main Street,SHELBY COUNTY,35.139647,-90.055223,221122,"NN-LDC,W-LDC",31000.8,29581.35,23930.85,23995.35,24516.05,25806.35,26419.8,28129.25,30528.1,30899.2,38894.25,38212.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003155,110071160842,Metropolitan Utilities District of Omaha,NE,Omaha,NE,68102,1723 Harney Street,DOUGLAS COUNTY,41.25655,-95.93866,221210,"NN-LDC,W-LDC",43519.4,46031.9,52582.05,61755.9,68237.95,74892.1,81247.8,85968.5,90319,183171,104838,103556.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006374,110071162366,MidAmerican Energy Company Local Natural Gas Distribution Company - Illinois,IL,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",7505.75,7454,7446.25,7517.85,7580.1,7616.2,7688.45,7942.85,8432.4,8545.4,8102.15,7928.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006375,110071161808,MidAmerican Energy Company Local Natural Gas Distribution Company - Nebraska,NE,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",902.35,891.6,900.6,902.6,969.95,975.45,985.95,1051.1,1066.2,1122.9,1161.65,1220.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006376,110071160179,MidAmerican Energy Company Local Natural Gas Distribution Company - South Dakota,SD,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",8501.2,8425.6,8122.3,8028.45,7927,7891,7827.4,7773.15,8361.55,9189.75,10944.45,11546.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002424,110071161351,MidAmerican Energy Local Gas Distribution Company,IA,DesMoines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",77267.996,76964.496,77287.9,77377.25,77233.3,77299.45,77400.4,76470.65,78983.1,80599.4,82750.1,83727.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004919,110071160729,Middle Tennessee Natural Gas Utility District,TN,Smithville,TN,37166,1030 West Broad Street,DEKALB COUNTY,35.965524,-85.849081,221210,"NN-LDC,W-LDC",17597,17122,16946,16771,17289.3,67103,66853,65752,99725,113186,137504.25,31217.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000388,110071160900,Middleborough Gas & Electric Department,MA,Middleborough,MA,02346,32 South Main St.,PLYMOUTH COUNTY,41.89142,-70.91059,221210,"NN-LDC,W-LDC",1216.3,1311,1497.85,1478.85,1498.95,1569.8,1575.2,1668.4,1760.1,1816.2,1782.5,1896.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007381,110071159550,Minnesota Energy Resources Corporation,MN,Rosemount,MN,55068,2665 145th Street West,DAKOTA COUNTY,44.73922,-93.11919,221210,"NN-LDC,W-LDC",25805.6,26665.85,26296.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006494,110071161121,Montana Dakota Utilities Co. - North Dakota,ND,Bismarck,ND,58501,400 North Fourth Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,7381.65,7245.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006495,110071161992,Montana Dakota Utilities Co. - South Dakota,SD,Bismarck,ND,58501,400 North Fourth Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,5303.65,5280.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006496,110071161160,Montana Dakota Utilities Co. - Wyoming,WY,Bismarck,ND,58501,400 North Fourth Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,2370.8,2354.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002218,110071161716,Montana-Dakota Utilities Co. - Montana,MT,Bismarck,ND,58501,400 N 4th Street,BURLEIGH COUNTY,46.824344,-100.659753,221210,NN-LDC,,,,,,,,,,,5384.9,5333.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006687,110071160692,Mountaineer Gas Company,WV,Charleston,WV,25304,501 56th St SE,KANAWHA COUNTY,38.383407,-81.67473,221210,"NN-LDC,W-LDC",127178.55,131673.25,138774.1,141933.4,144852.4,145392.6,147930.35,154658.2,157885.85,155934.65,154906.65,155179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007020,110071159900,Murray Natural Gas,KY,Murray,KY,42071,200 Andrus Dr,CALLOWAY COUNTY,36.61977,-88.29808,221210,"NN-LDC,W-LDC",1244.4,1412.95,1400.2,1363.95,1343.85,1312.1,1271.6,1224,1145.4,1090.05,1053.8,1021.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002603,110071160502,NIAGARA MOHAWK POWER CORPORATION,NY,Syracuse,NY,13202,300 Erie Boulevard West,ONONDAGA COUNTY,43.05078,-76.15739,221121,"NN-LDC,W-LDC",164134.1,170045.35,175758.25,179187.55,186241.3,192586.65,201362,203217.55,209814.15,215235.8,221592.75,227200.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004163,110071160244,NICOR GAS,IL,NAPERVILLE,IL,60563,1844 W. FERRY ROAD,DUPAGE COUNTY,41.796293,-88.197415,221210,"NN-LDC,W-LDC",148749.75,143046.7,135628.8,140398.6,136048.35,136852.15,147686.8,146378.65,176265.25,182140.2,175794.4,179946.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006398,110043969550,NIPSCO GAS,IN,Merrillville,IN,46410,801 E. 86th Avenue,LAKE COUNTY,41.46339,-87.32624,221210,"NN-LDC,W-LDC",144381.292,146426.192,133713.572,126306.722,125465.222,125793.872,128670.206,111325.472,115120.756,117401.306,121424.556,131347.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
